	tracker2
t	x	y	r
8,793778E0	4,307148E-3	-2,888465E-3	5,186015E-3
8,810433E0	4,247321E-3	-2,717037E-3	5,042026E-3
8,910367E0	4,176342E-3	-2,888861E-3	5,078125E-3
9,026956E0	3,992235E-3	-1,600112E-3	4,300965E-3
9,043611E0	3,922567E-3	-1,791333E-3	4,312239E-3
9,076922E0	4,360449E-3	-1,784219E-3	4,711364E-3
9,093578E0	4,176342E-3	-1,968326E-3	4,616941E-3
9,110233E0	4,544556E-3	-1,968326E-3	4,952504E-3
9,126889E0	4,176342E-3	-1,047791E-3	4,305775E-3
9,143544E0	4,255701E-3	-3,914003E-4	4,273662E-3
9,176856E0	3,808128E-3	-1,047791E-3	3,949646E-3
9,193511E0	3,881221E-3	-5,056035E-4	3,914015E-3
9,210167E0	3,808128E-3	-6,795771E-4	3,868290E-3
9,226822E0	3,992235E-3	-1,047791E-3	4,127446E-3
9,243478E0	4,360449E-3	-6,795771E-4	4,413088E-3
9,260133E0	4,912770E-3	-1,600112E-3	5,166785E-3
9,293444E0	4,360449E-3	-1,047791E-3	4,484572E-3
9,310100E0	4,199082E-3	-9,363457E-4	4,302213E-3
9,326756E0	3,788649E-3	-8,586546E-4	3,884733E-3
9,343411E0	3,432674E-3	-7,694361E-4	3,517852E-3
9,360067E0	3,439914E-3	-6,795771E-4	3,506399E-3
9,376722E0	4,360449E-3	-1,047791E-3	4,484572E-3
9,393378E0	5,280984E-3	-1,416005E-3	5,467528E-3
9,410033E0	4,728663E-3	-2,520647E-3	5,358537E-3
9,426689E0	6,017412E-3	-3,441182E-3	6,931881E-3
9,460000E0	6,385626E-3	-2,704754E-3	6,934833E-3
9,476656E0	5,833305E-3	-2,336540E-3	6,283858E-3
9,493311E0	6,753840E-3	-1,968326E-3	7,034818E-3
9,509967E0	6,937947E-3	-2,336540E-3	7,320828E-3
9,526622E0	6,937947E-3	-2,336540E-3	7,320828E-3
9,543278E0	7,116945E-3	-2,329091E-3	7,488362E-3
9,626456E0	7,674375E-3	-1,968326E-3	7,922773E-3
9,643111E0	7,753833E-3	-1,730702E-3	7,944636E-3
9,659767E0	7,640469E-3	-1,453380E-3	7,777473E-3
9,676422E0	7,580879E-3	-1,339885E-3	7,698378E-3
9,693078E0	7,258429E-3	-1,589149E-3	7,430356E-3
9,743044E0	7,336676E-3	-1,925903E-3	7,585243E-3
9,759700E0	7,146363E-3	-2,125399E-3	7,455724E-3
9,776356E0	7,059368E-3	-1,969613E-3	7,328987E-3
9,793011E0	6,977242E-3	-1,944937E-3	7,243251E-3
9,809667E0	6,991881E-3	-1,807108E-3	7,221637E-3
9,826322E0	7,026075E-3	-1,699930E-3	7,228796E-3
9,842978E0	6,846523E-3	-1,876890E-3	7,099126E-3
9,859633E0	6,729159E-3	-1,944670E-3	7,004522E-3
1,000953E1	7,122054E-3	-2,520647E-3	7,554953E-3
1,007616E1	8,042589E-3	-2,704754E-3	8,485218E-3
1,012612E1	8,963124E-3	-2,704754E-3	9,362333E-3
1,015943E1	8,594910E-3	-2,520647E-3	8,956904E-3
1,017609E1	8,622636E-3	-2,549523E-3	8,991659E-3
1,019274E1	8,892610E-3	-2,400529E-3	9,210920E-3
1,025937E1	8,963124E-3	-2,888861E-3	9,417171E-3
1,029268E1	8,226696E-3	-3,072968E-3	8,781894E-3
1,030933E1	8,410803E-3	-2,704754E-3	8,835004E-3
1,032599E1	8,183657E-3	-2,871533E-3	8,672828E-3
1,035930E1	8,042589E-3	-3,441182E-3	8,747855E-3
1,037596E1	8,594910E-3	-3,257075E-3	9,191355E-3
1,039261E1	8,226696E-3	-2,704754E-3	8,659920E-3
1,042592E1	8,226696E-3	-3,441182E-3	8,917413E-3
1,044258E1	8,226696E-3	-3,257075E-3	8,847998E-3
1,045923E1	8,042589E-3	-3,257075E-3	8,677083E-3
1,047589E1	7,858482E-3	-3,441182E-3	8,578897E-3
1,049254E1	7,998969E-3	-3,526260E-3	8,741740E-3
1,050920E1	8,193276E-3	-3,358199E-3	8,854788E-3
1,054251E1	8,042589E-3	-3,625289E-3	8,821902E-3
1,057582E1	8,042589E-3	-3,809396E-3	8,899142E-3
1,122539E1	8,963124E-3	-3,993503E-3	9,812525E-3
1,124204E1	8,963124E-3	-3,625289E-3	9,668522E-3
1,125870E1	8,963124E-3	-4,361717E-3	9,968057E-3
1,127536E1	9,095669E-3	-4,457819E-3	1,012933E-2
1,132532E1	8,963124E-3	-4,177610E-3	9,888883E-3
1,134198E1	8,594910E-3	-3,993503E-3	9,477370E-3
1,139194E1	9,331338E-3	-4,177610E-3	1,022381E-2
